Initial prep,Lower reference,Upper reference,6.827e-01 lower,6.827e-01 upper,9.545e-01 lower,9.545e-01 upper
0.000000000000000000e+00,8.081016712106149549e-04,8.125238215509209341e-04,5.199087036616761512e-04,1.233621390475556252e-03,3.272048130591777575e-04,1.658416224177725225e-03
1.000000000000000000e+00,2.511695467570513977e-04,2.655326852666300259e-04,8.101684124721060304e-05,5.439457286095595104e-04,1.207566946268423812e-05,8.187201894229246060e-04
